MM-DD-YYYY,HH:MM:SS.000,Temp,Bottle0Count,Bottle1Count,Bottle2Count,Bottle3Count,Bottle4Count,Bottle5Count,Bottle6Count,Bottle7Count,Bottle8Count,Bottle9Count,Bottle10Count,Bottle11Count,Bottle0Start,Bottle1Start,Bottle2Start,Bottle3Start,Bottle4Start,Bottle5Start,Bottle6Start,Bottle7Start,Bottle8Start,Bottle9Start,Bottle10Start,Bottle11Start,Bottle0Stop,Bottle1Stop,Bottle2Stop,Bottle3Stop,Bottle4Stop,Bottle5Stop,Bottle6Stop,Bottle7Stop,Bottle8Stop,Bottle9Stop,Bottle10Stop,Bottle11Stop
3/10/2025,8:48:51 AM,24.25,17,0,0,1,0,0,0,0,1,11,0,0,282231,0,0,111255,0,0,0,0,145107,248785,0,0,282267,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:51 AM,24.25,18,0,0,1,0,0,0,0,1,11,0,0,282331,0,0,111255,0,0,0,0,145107,248785,0,0,282349,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:52 AM,24.25,19,0,0,1,0,0,0,0,1,11,0,0,282509,0,0,111255,0,0,0,0,145107,248785,0,0,282545,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:52 AM,24.25,20,0,0,1,0,0,0,0,1,11,0,0,282791,0,0,111255,0,0,0,0,145107,248785,0,0,282821,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:52 AM,24.25,21,0,0,1,0,0,0,0,1,11,0,0,283175,0,0,111255,0,0,0,0,145107,248785,0,0,283211,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:53 AM,24.25,22,0,0,1,0,0,0,0,1,11,0,0,283462,0,0,111255,0,0,0,0,145107,248785,0,0,283498,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:53 AM,24.25,23,0,0,1,0,0,0,0,1,11,0,0,283894,0,0,111255,0,0,0,0,145107,248785,0,0,283936,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:53 AM,24.25,24,0,0,1,0,0,0,0,1,11,0,0,284238,0,0,111255,0,0,0,0,145107,248785,0,0,284274,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:53 AM,24.25,25,0,0,1,0,0,0,0,1,11,0,0,284332,0,0,111255,0,0,0,0,145107,248785,0,0,284362,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:48:54 AM,24.25,26,0,0,1,0,0,0,0,1,11,0,0,284643,0,0,111255,0,0,0,0,145107,248785,0,0,284673,0,0,111303,0,0,0,0,145168,248827,0,0
3/10/2025,8:49:18 AM,24.25,26,0,0,1,0,0,0,0,1,12,0,0,284643,0,0,111255,0,0,0,0,145107,309139,0,0,284673,0,0,111303,0,0,0,0,145168,309362,0,0
3/10/2025,8:49:40 AM,24.25,26,1,0,1,0,0,0,0,1,12,0,0,284643,330622,0,111255,0,0,0,0,145107,309139,0,0,284673,330634,0,111303,0,0,0,0,145168,309362,0,0
3/10/2025,8:49:50 AM,24.25,26,1,0,1,0,0,0,0,1,12,0,1,284643,330622,0,111255,0,0,0,0,145107,309139,0,340806,284673,330634,0,111303,0,0,0,0,145168,309362,0,340836
3/10/2025,8:49:50 AM,24.25,26,1,0,1,0,0,0,0,1,12,0,2,284643,330622,0,111255,0,0,0,0,145107,309139,0,341286,284673,330634,0,111303,0,0,0,0,145168,309362,0,341310
3/10/2025,8:49:51 AM,24.25,26,1,0,1,0,0,0,0,1,12,0,3,284643,330622,0,111255,0,0,0,0,145107,309139,0,341486,284673,330634,0,111303,0,0,0,0,145168,309362,0,341517
3/10/2025,8:49:51 AM,24.25,26,1,0,1,0,0,0,0,1,12,0,4,284643,330622,0,111255,0,0,0,0,145107,309139,0,341815,284673,330634,0,111303,0,0,0,0,145168,309362,0,341858
3/10/2025,8:49:51 AM,24.25,26,1,0,1,0,0,0,0,1,12,0,5,284643,330622,0,111255,0,0,0,0,145107,309139,0,341915,284673,330634,0,111303,0,0,0,0,145168,309362,0,341952
3/10/2025,8:49:51 AM,24.25,26,1,0,1,0,0,0,0,1,12,0,6,284643,330622,0,111255,0,0,0,0,145107,309139,0,342425,284673,330634,0,111303,0,0,0,0,145168,309362,0,342456
3/10/2025,8:50:07 AM,24.25,26,1,0,2,0,0,0,0,1,12,0,6,284643,330622,0,357810,0,0,0,0,145107,309139,0,342425,284673,330634,0,357864,0,0,0,0,145168,309362,0,342456
3/10/2025,8:50:56 AM,24.25,26,1,0,2,0,0,0,0,2,12,0,6,284643,330622,0,357810,0,0,0,0,408046,309139,0,342425,284673,330634,0,357864,0,0,0,0,408070,309362,0,342456
3/10/2025,8:50:57 AM,24.25,26,1,0,2,0,0,0,0,3,12,0,6,284643,330622,0,357810,0,0,0,0,408349,309139,0,342425,284673,330634,0,357864,0,0,0,0,408397,309362,0,342456
3/10/2025,8:50:58 AM,24.25,26,1,0,2,0,0,0,0,4,12,0,6,284643,330622,0,357810,0,0,0,0,408461,309139,0,342425,284673,330634,0,357864,0,0,0,0,408479,309362,0,342456
3/10/2025,8:50:58 AM,24.25,26,1,0,2,0,0,0,0,5,12,0,6,284643,330622,0,357810,0,0,0,0,408554,309139,0,342425,284673,330634,0,357864,0,0,0,0,408566,309362,0,342456
3/10/2025,8:50:58 AM,24.25,26,1,0,2,0,0,0,0,6,12,0,6,284643,330622,0,357810,0,0,0,0,408634,309139,0,342425,284673,330634,0,357864,0,0,0,0,408664,309362,0,342456
3/10/2025,8:50:58 AM,24.25,26,1,0,2,0,0,0,0,7,12,0,6,284643,330622,0,357810,0,0,0,0,408727,309139,0,342425,284673,330634,0,357864,0,0,0,0,408752,309362,0,342456
3/10/2025,8:51:00 AM,24.25,26,1,0,2,0,0,0,0,8,12,0,6,284643,330622,0,357810,0,0,0,0,411251,309139,0,342425,284673,330634,0,357864,0,0,0,0,411311,309362,0,342456
3/10/2025,8:51:00 AM,24.25,26,1,0,2,0,0,0,0,9,12,0,6,284643,330622,0,357810,0,0,0,0,412042,309139,0,342425,284673,330634,0,357864,0,0,0,0,412072,309362,0,342456
3/10/2025,8:51:04 AM,24.25,26,1,0,2,0,0,0,0,10,12,0,6,284643,330622,0,357810,0,0,0,0,414768,309139,0,342425,284673,330634,0,357864,0,0,0,0,414799,309362,0,342456
3/10/2025,8:51:04 AM,24.25,26,1,0,2,0,0,0,0,11,12,0,6,284643,330622,0,357810,0,0,0,0,414850,309139,0,342425,284673,330634,0,357864,0,0,0,0,414892,309362,0,342456
3/10/2025,8:51:14 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,6,284643,330622,0,357810,0,0,0,0,414850,424588,0,342425,284673,330634,0,357864,0,0,0,0,414892,424630,0,342456
3/10/2025,8:51:22 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,7,284643,330622,0,357810,0,0,0,0,414850,424588,0,433961,284673,330634,0,357864,0,0,0,0,414892,424630,0,433979
3/10/2025,8:51:22 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,8,284643,330622,0,357810,0,0,0,0,414850,424588,0,434055,284673,330634,0,357864,0,0,0,0,414892,424630,0,434085
3/10/2025,8:51:24 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,9,284643,330622,0,357810,0,0,0,0,414850,424588,0,434468,284673,330634,0,357864,0,0,0,0,414892,424630,0,434498
3/10/2025,8:51:24 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,10,284643,330622,0,357810,0,0,0,0,414850,424588,0,434898,284673,330634,0,357864,0,0,0,0,414892,424630,0,434940
3/10/2025,8:51:24 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,11,284643,330622,0,357810,0,0,0,0,414850,424588,0,435020,284673,330634,0,357864,0,0,0,0,414892,424630,0,435032
3/10/2025,8:51:23 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,12,284643,330622,0,357810,0,0,0,0,414850,424588,0,435107,284673,330634,0,357864,0,0,0,0,414892,424630,0,435149
3/10/2025,8:51:24 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,13,284643,330622,0,357810,0,0,0,0,414850,424588,0,435347,284673,330634,0,357864,0,0,0,0,414892,424630,0,435401
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,14,284643,330622,0,357810,0,0,0,0,414850,424588,0,435459,284673,330634,0,357864,0,0,0,0,414892,424630,0,435489
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,15,284643,330622,0,357810,0,0,0,0,414850,424588,0,435554,284673,330634,0,357864,0,0,0,0,414892,424630,0,435584
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,16,284643,330622,0,357810,0,0,0,0,414850,424588,0,435662,284673,330634,0,357864,0,0,0,0,414892,424630,0,435692
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,17,284643,330622,0,357810,0,0,0,0,414850,424588,0,435765,284673,330634,0,357864,0,0,0,0,414892,424630,0,435807
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,18,284643,330622,0,357810,0,0,0,0,414850,424588,0,435883,284673,330634,0,357864,0,0,0,0,414892,424630,0,435901
3/10/2025,8:51:24 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,19,284643,330622,0,357810,0,0,0,0,414850,424588,0,435972,284673,330634,0,357864,0,0,0,0,414892,424630,0,436008
3/10/2025,8:51:24 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,20,284643,330622,0,357810,0,0,0,0,414850,424588,0,436072,284673,330634,0,357864,0,0,0,0,414892,424630,0,436120
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,21,284643,330622,0,357810,0,0,0,0,414850,424588,0,436190,284673,330634,0,357864,0,0,0,0,414892,424630,0,436220
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,22,284643,330622,0,357810,0,0,0,0,414850,424588,0,436288,284673,330634,0,357864,0,0,0,0,414892,424630,0,436318
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,23,284643,330622,0,357810,0,0,0,0,414850,424588,0,436399,284673,330634,0,357864,0,0,0,0,414892,424630,0,436429
3/10/2025,8:51:26 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,24,284643,330622,0,357810,0,0,0,0,414850,424588,0,436500,284673,330634,0,357864,0,0,0,0,414892,424630,0,436524
3/10/2025,8:51:26 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,25,284643,330622,0,357810,0,0,0,0,414850,424588,0,436599,284673,330634,0,357864,0,0,0,0,414892,424630,0,436635
3/10/2025,8:51:26 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,26,284643,330622,0,357810,0,0,0,0,414850,424588,0,436703,284673,330634,0,357864,0,0,0,0,414892,424630,0,436746
3/10/2025,8:51:26 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,27,284643,330622,0,357810,0,0,0,0,414850,424588,0,436815,284673,330634,0,357864,0,0,0,0,414892,424630,0,436834
3/10/2025,8:51:26 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,28,284643,330622,0,357810,0,0,0,0,414850,424588,0,436912,284673,330634,0,357864,0,0,0,0,414892,424630,0,436954
3/10/2025,8:51:25 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,29,284643,330622,0,357810,0,0,0,0,414850,424588,0,437121,284673,330634,0,357864,0,0,0,0,414892,424630,0,437151
3/10/2025,8:51:26 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,30,284643,330622,0,357810,0,0,0,0,414850,424588,0,437219,284673,330634,0,357864,0,0,0,0,414892,424630,0,437261
3/10/2025,8:51:26 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,31,284643,330622,0,357810,0,0,0,0,414850,424588,0,437321,284673,330634,0,357864,0,0,0,0,414892,424630,0,437351
3/10/2025,8:51:26 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,32,284643,330622,0,357810,0,0,0,0,414850,424588,0,437441,284673,330634,0,357864,0,0,0,0,414892,424630,0,437466
3/10/2025,8:51:27 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,33,284643,330622,0,357810,0,0,0,0,414850,424588,0,437538,284673,330634,0,357864,0,0,0,0,414892,424630,0,437581
3/10/2025,8:51:27 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,34,284643,330622,0,357810,0,0,0,0,414850,424588,0,437650,284673,330634,0,357864,0,0,0,0,414892,424630,0,437680
3/10/2025,8:51:27 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,35,284643,330622,0,357810,0,0,0,0,414850,424588,0,437760,284673,330634,0,357864,0,0,0,0,414892,424630,0,437784
3/10/2025,8:51:27 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,36,284643,330622,0,357810,0,0,0,0,414850,424588,0,437883,284673,330634,0,357864,0,0,0,0,414892,424630,0,437919
3/10/2025,8:51:27 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,37,284643,330622,0,357810,0,0,0,0,414850,424588,0,437985,284673,330634,0,357864,0,0,0,0,414892,424630,0,438022
3/10/2025,8:51:27 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,38,284643,330622,0,357810,0,0,0,0,414850,424588,0,438303,284673,330634,0,357864,0,0,0,0,414892,424630,0,438339
3/10/2025,8:51:28 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,39,284643,330622,0,357810,0,0,0,0,414850,424588,0,438653,284673,330634,0,357864,0,0,0,0,414892,424630,0,438707
3/10/2025,8:51:28 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,40,284643,330622,0,357810,0,0,0,0,414850,424588,0,438771,284673,330634,0,357864,0,0,0,0,414892,424630,0,438807
3/10/2025,8:51:28 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,41,284643,330622,0,357810,0,0,0,0,414850,424588,0,438990,284673,330634,0,357864,0,0,0,0,414892,424630,0,439032
3/10/2025,8:51:27 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,42,284643,330622,0,357810,0,0,0,0,414850,424588,0,439108,284673,330634,0,357864,0,0,0,0,414892,424630,0,439138
3/10/2025,8:51:28 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,43,284643,330622,0,357810,0,0,0,0,414850,424588,0,439222,284673,330634,0,357864,0,0,0,0,414892,424630,0,439240
3/10/2025,8:51:28 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,44,284643,330622,0,357810,0,0,0,0,414850,424588,0,439310,284673,330634,0,357864,0,0,0,0,414892,424630,0,439352
3/10/2025,8:51:28 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,45,284643,330622,0,357810,0,0,0,0,414850,424588,0,439428,284673,330634,0,357864,0,0,0,0,414892,424630,0,439452
3/10/2025,8:51:29 AM,24.25,26,1,0,2,0,0,0,0,11,13,0,46,284643,330622,0,357810,0,0,0,0,414850,424588,0,439546,284673,330634,0,357864,0,0,0,0,414892,424630,0,439582
3/10/2025,8:51:39 AM,24.25,26,1,0,2,0,0,0,0,12,13,0,46,284643,330622,0,357810,0,0,0,0,449563,424588,0,439546,284673,330634,0,357864,0,0,0,0,449606,424630,0,439582
3/10/2025,8:51:45 AM,24.25,26,1,0,2,0,0,0,0,13,13,0,46,284643,330622,0,357810,0,0,0,0,456197,424588,0,439546,284673,330634,0,357864,0,0,0,0,456215,424630,0,439582
3/10/2025,8:51:47 AM,24.25,26,1,0,2,0,0,0,0,14,13,0,46,284643,330622,0,357810,0,0,0,0,457482,424588,0,439546,284673,330634,0,357864,0,0,0,0,457537,424630,0,439582
3/10/2025,8:51:50 AM,24.25,26,1,0,2,0,0,0,0,15,13,0,46,284643,330622,0,357810,0,0,0,0,461020,424588,0,439546,284673,330634,0,357864,0,0,0,0,461057,424630,0,439582
3/10/2025,8:51:50 AM,24.25,26,1,0,2,0,0,0,0,16,13,0,46,284643,330622,0,357810,0,0,0,0,461199,424588,0,439546,284673,330634,0,357864,0,0,0,0,461223,424630,0,439582
3/10/2025,8:51:50 AM,24.25,26,1,0,2,0,0,0,0,17,13,0,46,284643,330622,0,357810,0,0,0,0,461287,424588,0,439546,284673,330634,0,357864,0,0,0,0,461317,424630,0,439582
3/10/2025,8:51:51 AM,24.25,26,1,0,2,0,0,0,0,18,13,0,46,284643,330622,0,357810,0,0,0,0,461570,424588,0,439546,284673,330634,0,357864,0,0,0,0,461600,424630,0,439582
3/10/2025,8:51:51 AM,24.25,26,1,0,2,0,0,0,0,19,13,0,46,284643,330622,0,357810,0,0,0,0,462194,424588,0,439546,284673,330634,0,357864,0,0,0,0,462224,424630,0,439582
3/10/2025,8:51:51 AM,24.25,26,1,0,2,0,0,0,0,20,13,0,46,284643,330622,0,357810,0,0,0,0,462306,424588,0,439546,284673,330634,0,357864,0,0,0,0,462336,424630,0,439582
3/10/2025,8:51:51 AM,24.25,26,1,0,2,0,0,0,0,21,13,0,46,284643,330622,0,357810,0,0,0,0,462406,424588,0,439546,284673,330634,0,357864,0,0,0,0,462430,424630,0,439582
3/10/2025,8:51:54 AM,24.25,26,1,0,2,0,0,0,0,22,13,0,46,284643,330622,0,357810,0,0,0,0,464580,424588,0,439546,284673,330634,0,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:52:33 AM,24.25,27,1,0,2,0,0,0,0,22,13,0,46,504345,330622,0,357810,0,0,0,0,464580,424588,0,439546,504369,330634,0,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:52:34 AM,24.25,28,1,0,2,0,0,0,0,22,13,0,46,504442,330622,0,357810,0,0,0,0,464580,424588,0,439546,504472,330634,0,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:52:34 AM,24.25,29,1,0,2,0,0,0,0,22,13,0,46,504528,330622,0,357810,0,0,0,0,464580,424588,0,439546,504559,330634,0,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:52:34 AM,24.25,30,1,0,2,0,0,0,0,22,13,0,46,504628,330622,0,357810,0,0,0,0,464580,424588,0,439546,504640,330634,0,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:52:34 AM,24.25,31,1,0,2,0,0,0,0,22,13,0,46,504707,330622,0,357810,0,0,0,0,464580,424588,0,439546,504738,330634,0,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:52:35 AM,24.25,32,1,0,2,0,0,0,0,22,13,0,46,505599,330622,0,357810,0,0,0,0,464580,424588,0,439546,505714,330634,0,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:07 AM,24.25,32,1,1,2,0,0,0,0,22,13,0,46,505599,330622,537645,357810,0,0,0,0,464580,424588,0,439546,505714,330634,537681,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:07 AM,24.25,32,1,2,2,0,0,0,0,22,13,0,46,505599,330622,537853,357810,0,0,0,0,464580,424588,0,439546,505714,330634,537901,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:08 AM,24.25,32,1,3,2,0,0,0,0,22,13,0,46,505599,330622,538602,357810,0,0,0,0,464580,424588,0,439546,505714,330634,538650,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:08 AM,24.25,32,1,4,2,0,0,0,0,22,13,0,46,505599,330622,538830,357810,0,0,0,0,464580,424588,0,439546,505714,330634,538878,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:09 AM,24.25,32,1,5,2,0,0,0,0,22,13,0,46,505599,330622,539604,357810,0,0,0,0,464580,424588,0,439546,505714,330634,539646,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:09 AM,24.25,32,1,6,2,0,0,0,0,22,13,0,46,505599,330622,539722,357810,0,0,0,0,464580,424588,0,439546,505714,330634,539764,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:09 AM,24.25,32,1,7,2,0,0,0,0,22,13,0,46,505599,330622,539828,357810,0,0,0,0,464580,424588,0,439546,505714,330634,539876,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:08 AM,24.25,32,1,8,2,0,0,0,0,22,13,0,46,505599,330622,539938,357810,0,0,0,0,464580,424588,0,439546,505714,330634,539999,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:08 AM,24.25,32,1,9,2,0,0,0,0,22,13,0,46,505599,330622,540081,357810,0,0,0,0,464580,424588,0,439546,505714,330634,540141,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:09 AM,24.25,32,1,10,2,0,0,0,0,22,13,0,46,505599,330622,540920,357810,0,0,0,0,464580,424588,0,439546,505714,330634,540969,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:10 AM,24.25,32,1,11,2,0,0,0,0,22,13,0,46,505599,330622,541974,357810,0,0,0,0,464580,424588,0,439546,505714,330634,541992,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:11 AM,24.25,32,1,12,2,0,0,0,0,22,13,0,46,505599,330622,542346,357810,0,0,0,0,464580,424588,0,439546,505714,330634,542394,357864,0,0,0,0,464610,424630,0,439582
3/10/2025,8:53:12 AM,24.25,32,1,13,2,0,0,0,0,22,13,0,46,505599,330622,543284,357810,0,0,0,0,464580,424588,0,439546,505714,330634,543350,357864,0,0,0,0,464610,424630,0,439582
