MM-DD-YYYY,HH:MM:SS.000,Temp,Bottle0Count,Bottle1Count,Bottle2Count,Bottle3Count,Bottle4Count,Bottle5Count,Bottle6Count,Bottle7Count,Bottle8Count,Bottle9Count,Bottle10Count,Bottle11Count,Bottle0Start,Bottle1Start,Bottle2Start,Bottle3Start,Bottle4Start,Bottle5Start,Bottle6Start,Bottle7Start,Bottle8Start,Bottle9Start,Bottle10Start,Bottle11Start,Bottle0Stop,Bottle1Stop,Bottle2Stop,Bottle3Stop,Bottle4Stop,Bottle5Stop,Bottle6Stop,Bottle7Stop,Bottle8Stop,Bottle9Stop,Bottle10Stop,Bottle11Stop
3/10/2025,9:21:39 AM,24.25,253,10,62,74,0,0,0,0,118,53,0,54,1708159,1187276,1516036,2250025,0,0,0,0,2187931,2223489,0,1012940,1708195,1187300,1516193,2250055,0,0,0,0,2187961,2223538,0,1012982
3/10/2025,9:21:38 AM,24.25,253,10,62,75,0,0,0,0,118,53,0,54,1708159,1187276,1516036,2250134,0,0,0,0,2187931,2223489,0,1012940,1708195,1187300,1516193,2250164,0,0,0,0,2187961,2223538,0,1012982
3/10/2025,9:21:38 AM,24.25,253,10,62,76,0,0,0,0,118,53,0,54,1708159,1187276,1516036,2250235,0,0,0,0,2187931,2223489,0,1012940,1708195,1187300,1516193,2250260,0,0,0,0,2187961,2223538,0,1012982
3/10/2025,9:21:40 AM,24.25,253,10,62,76,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2250235,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2250260,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:40 AM,24.25,253,10,62,77,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2250988,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251030,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:39 AM,24.25,253,10,62,78,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2251096,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251132,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:39 AM,24.25,253,10,62,79,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2251207,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251231,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:39 AM,24.25,253,10,62,80,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2251300,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251324,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:39 AM,24.25,253,10,62,81,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2251400,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251430,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:41 AM,24.25,253,10,62,82,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2251501,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251525,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:41 AM,24.25,253,10,62,83,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2251725,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251761,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:41 AM,24.25,253,10,62,84,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2251833,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251857,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:41 AM,24.25,253,10,62,85,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2251926,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2251956,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:41 AM,24.25,253,10,62,86,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2252028,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2252058,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:40 AM,24.25,253,10,62,87,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2252140,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2252164,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:40 AM,24.25,253,10,62,88,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2252244,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2252274,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:42 AM,24.25,253,10,62,89,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2252606,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2252636,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:42 AM,24.25,253,10,62,90,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2252707,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2252737,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:42 AM,24.25,253,10,62,91,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2252806,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2252830,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:42 AM,24.25,253,10,62,92,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2252912,0,0,0,0,2187931,2250409,0,1012940,1708195,1187300,1516193,2252936,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:42 AM,24.25,253,10,62,93,0,0,0,0,118,54,0,54,1708159,1187276,1516036,2253018,0,0,0,0,2187931,2253033,0,1012940,1708195,1187300,1516193,2253049,0,0,0,0,2187961,2250668,0,1012982
3/10/2025,9:21:41 AM,24.25,253,10,62,93,0,0,0,0,118,55,0,54,1708159,1187276,1516036,2253018,0,0,0,0,2187931,2253033,0,1012940,1708195,1187300,1516193,2253049,0,0,0,0,2187961,2253110,0,1012982
3/10/2025,9:21:41 AM,24.25,253,10,62,94,0,0,0,0,118,55,0,54,1708159,1187276,1516036,2253367,0,0,0,0,2187931,2253033,0,1012940,1708195,1187300,1516193,2253397,0,0,0,0,2187961,2253110,0,1012982
3/10/2025,9:21:43 AM,24.25,253,10,62,95,0,0,0,0,118,55,0,54,1708159,1187276,1516036,2253487,0,0,0,0,2187931,2253033,0,1012940,1708195,1187300,1516193,2253517,0,0,0,0,2187961,2253110,0,1012982
3/10/2025,9:21:47 AM,24.25,253,10,62,95,0,0,0,0,119,55,0,54,1708159,1187276,1516036,2253487,0,0,0,0,2257556,2253033,0,1012940,1708195,1187300,1516193,2253517,0,0,0,0,2257574,2253110,0,1012982
3/10/2025,9:21:47 AM,24.25,253,10,62,95,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2253487,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2253517,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:21:58 AM,24.25,253,10,62,96,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2270069,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2270081,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:21:58 AM,24.25,253,10,62,97,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2270174,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2270204,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:21:58 AM,24.25,253,10,62,98,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2270277,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2270289,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:21:58 AM,24.25,253,10,62,99,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2270354,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2270373,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:00 AM,24.25,253,10,62,100,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2270444,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2270474,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:00 AM,24.25,253,10,62,101,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2270543,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2270561,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:21:59 AM,24.25,253,10,62,102,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271130,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271155,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:21:59 AM,24.25,253,10,62,103,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271224,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271260,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:21:59 AM,24.25,253,10,62,104,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271322,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271346,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:21:59 AM,24.25,253,10,62,105,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271422,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271446,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,106,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271516,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271546,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,107,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271621,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271633,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,108,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271731,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271749,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,109,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271829,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271865,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,110,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2271935,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2271959,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,111,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2272041,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2272065,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:00 AM,24.25,253,10,62,112,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2272394,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2272424,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:02 AM,24.25,253,10,62,113,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2272491,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2272533,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:02 AM,24.25,253,10,62,114,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2272607,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2272637,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:02 AM,24.25,253,10,62,115,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2272713,0,0,0,0,2257671,2253033,0,1012940,1708195,1187300,1516193,2272731,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:02 AM,24.25,253,10,62,116,0,0,0,0,120,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2272822,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2257707,2253110,0,1012982
3/10/2025,9:22:02 AM,24.25,253,10,62,116,0,0,0,0,121,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2272822,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2272908,2253110,0,1012982
3/10/2025,9:22:02 AM,24.25,253,10,62,116,0,0,0,0,122,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2273024,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2273048,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,116,0,0,0,0,123,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2273108,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2273144,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,116,0,0,0,0,124,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2273200,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2273230,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,116,0,0,0,0,125,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2273306,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2273324,2253110,0,1012982
3/10/2025,9:22:01 AM,24.25,253,10,62,116,0,0,0,0,126,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2273392,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2273422,2253110,0,1012982
3/10/2025,9:22:03 AM,24.25,253,10,62,116,0,0,0,0,127,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2273492,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2273510,2253110,0,1012982
3/10/2025,9:22:03 AM,24.25,253,10,62,116,0,0,0,0,128,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2273581,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2273611,2253110,0,1012982
3/10/2025,9:22:03 AM,24.25,253,10,62,116,0,0,0,0,129,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2273675,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2273699,2253110,0,1012982
3/10/2025,9:22:04 AM,24.25,253,10,62,116,0,0,0,0,130,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2274740,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2274770,2253110,0,1012982
3/10/2025,9:22:04 AM,24.25,253,10,62,116,0,0,0,0,131,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2274832,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2274868,2253110,0,1012982
3/10/2025,9:22:04 AM,24.25,253,10,62,116,0,0,0,0,132,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2274926,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2274951,2253110,0,1012982
3/10/2025,9:22:04 AM,24.25,253,10,62,116,0,0,0,0,133,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275015,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275051,2253110,0,1012982
3/10/2025,9:22:03 AM,24.25,253,10,62,116,0,0,0,0,134,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275106,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275137,2253110,0,1012982
3/10/2025,9:22:03 AM,24.25,253,10,62,116,0,0,0,0,135,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275297,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275339,2253110,0,1012982
3/10/2025,9:22:03 AM,24.25,253,10,62,116,0,0,0,0,136,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275403,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275433,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,137,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275501,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275526,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,138,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275596,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275626,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,139,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275696,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275732,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,140,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275790,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275826,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,141,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2275896,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2275921,2253110,0,1012982
3/10/2025,9:22:04 AM,24.25,253,10,62,116,0,0,0,0,142,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2276401,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2276425,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,143,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2276508,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2276538,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,144,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2276614,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2276656,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,145,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2276712,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2276754,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,146,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2276806,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2276836,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,147,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2276898,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2276934,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,148,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2276992,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277023,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,149,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2277099,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277111,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,150,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2277193,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277223,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,151,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2277288,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277318,2253110,0,1012982
3/10/2025,9:22:05 AM,24.25,253,10,62,116,0,0,0,0,152,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2277381,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277417,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,153,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2277487,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277518,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,154,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2277590,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277626,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,155,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2277700,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277730,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,156,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2277800,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2277830,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,157,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278008,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278056,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,158,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278143,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278155,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,159,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278327,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278357,2253110,0,1012982
3/10/2025,9:22:06 AM,24.25,253,10,62,116,0,0,0,0,160,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278425,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278461,2253110,0,1012982
3/10/2025,9:22:08 AM,24.25,253,10,62,116,0,0,0,0,161,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278539,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278563,2253110,0,1012982
3/10/2025,9:22:08 AM,24.25,253,10,62,116,0,0,0,0,162,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278633,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278669,2253110,0,1012982
3/10/2025,9:22:08 AM,24.25,253,10,62,116,0,0,0,0,163,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278729,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278765,2253110,0,1012982
3/10/2025,9:22:08 AM,24.25,253,10,62,116,0,0,0,0,164,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278843,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278855,2253110,0,1012982
3/10/2025,9:22:08 AM,24.25,253,10,62,116,0,0,0,0,165,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2278934,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2278964,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,166,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279040,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279070,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,167,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279141,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279184,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,168,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279256,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279293,2253110,0,1012982
3/10/2025,9:22:07 AM,24.25,253,10,62,116,0,0,0,0,169,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279355,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279398,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,170,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279466,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279502,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,171,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279584,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279602,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,172,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279695,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279731,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,173,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279797,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279834,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,174,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2279913,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2279937,2253110,0,1012982
3/10/2025,9:22:08 AM,24.25,253,10,62,116,0,0,0,0,175,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2280331,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2280367,2253110,0,1012982
3/10/2025,9:22:10 AM,24.25,253,10,62,116,0,0,0,0,176,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2280435,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2280471,2253110,0,1012982
3/10/2025,9:22:10 AM,24.25,253,10,62,116,0,0,0,0,177,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2280533,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2280575,2253110,0,1012982
3/10/2025,9:22:10 AM,24.25,253,10,62,116,0,0,0,0,178,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2280649,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2280679,2253110,0,1012982
3/10/2025,9:22:10 AM,24.25,253,10,62,116,0,0,0,0,179,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2280754,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2280797,2253110,0,1012982
3/10/2025,9:22:10 AM,24.25,253,10,62,116,0,0,0,0,180,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2280859,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2280895,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,181,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2280963,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2281005,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,182,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2281071,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2281089,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,183,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2281180,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2281216,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,184,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2281286,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2281322,2253110,0,1012982
3/10/2025,9:22:09 AM,24.25,253,10,62,116,0,0,0,0,185,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2281394,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2281424,2253110,0,1012982
3/10/2025,9:22:11 AM,24.25,253,10,62,116,0,0,0,0,186,55,0,54,1708159,1187276,1516036,2272825,0,0,0,0,2281497,2253033,0,1012940,1708195,1187300,1516193,2272855,0,0,0,0,2281527,2253110,0,1012982
