MM:DD:YY,WT5_Count,WT6_Count,WT7_Count,WT8_Count,ADH5_Count,ADH6_Count,ADH7_Count,ADH8_Count,WT5_Start,WT6_Start,WT7_Start,WT8_Start,ADH5_Start,ADH6_Start,ADH7_Start,ADH8_Start,WT5_Stop,WT6_Stop,WT7_Stop,WT8_Stop,ADH5_Stop,ADH6_Stop,ADH7_Stop,ADH8_Stop
6/11/24,0,0,22,3,11,1,0,0,0,0,47308,29760,46034,11669,0,0,0,0,47362,29778,46076,14103,0,0
6/11/24,0,0,23,3,11,1,0,0,0,0,47433,29760,46034,11669,0,0,0,0,47487,29778,46076,14103,0,0
6/11/24,0,0,24,3,11,1,0,0,0,0,47552,29760,46034,11669,0,0,0,0,47600,29778,46076,14103,0,0
6/11/24,0,0,25,3,11,1,0,0,0,0,47672,29760,46034,11669,0,0,0,0,47714,29778,46076,14103,0,0
6/11/24,0,0,26,3,11,1,0,0,0,0,47794,29760,46034,11669,0,0,0,0,47830,29778,46076,14103,0,0
6/11/24,0,0,26,3,12,1,0,0,0,0,47925,29760,47938,11669,0,0,0,0,47830,29778,47968,14103,0,0
6/11/24,0,0,27,3,12,1,0,0,0,0,47925,29760,47938,11669,0,0,0,0,48027,29778,47968,14103,0,0
6/11/24,0,0,27,3,13,1,0,0,0,0,47925,29760,48088,11669,0,0,0,0,48027,29778,48118,14103,0,0
6/11/24,0,0,28,3,13,1,0,0,0,0,48178,29760,48088,11669,0,0,0,0,48190,29778,48118,14103,0,0
6/11/24,0,0,29,3,13,1,0,0,0,0,48262,29760,48088,11669,0,0,0,0,48316,29778,48118,14103,0,0
6/11/24,0,0,30,3,13,1,0,0,0,0,48381,29760,48088,11669,0,0,0,0,48429,29778,48118,14103,0,0
6/11/24,0,0,31,3,13,1,0,0,0,0,48500,29760,48088,11669,0,0,0,0,48548,29778,48118,14103,0,0
6/11/24,0,0,32,3,13,1,0,0,0,0,48625,29760,48088,11669,0,0,0,0,48679,29778,48118,14103,0,0
6/11/24,0,0,33,3,13,1,0,0,0,0,48905,29760,48088,11669,0,0,0,0,48947,29778,48118,14103,0,0
6/11/24,0,0,34,3,13,1,0,0,0,0,49022,29760,48088,11669,0,0,0,0,49076,29778,48118,14103,0,0
6/11/24,0,0,34,3,14,1,0,0,0,0,49147,29760,49130,11669,0,0,0,0,49076,29778,49154,14103,0,0
6/11/24,0,0,35,3,14,1,0,0,0,0,49147,29760,49130,11669,0,0,0,0,49212,29778,49154,14103,0,0
6/11/24,0,0,36,3,14,1,0,0,0,0,49271,29760,49130,11669,0,0,0,0,49313,29778,49154,14103,0,0
6/11/24,0,0,36,3,15,1,0,0,0,0,49382,29760,49383,11669,0,0,0,0,49313,29778,49419,14103,0,0
6/11/24,0,0,37,3,15,1,0,0,0,0,49382,29760,49383,11669,0,0,0,0,49476,29778,49419,14103,0,0
6/11/24,0,0,38,3,15,1,0,0,0,0,49535,29760,49383,11669,0,0,0,0,49553,29778,49419,14103,0,0
6/11/24,0,0,38,3,16,1,0,0,0,0,49535,29760,55122,11669,0,0,0,0,49553,29778,55164,14103,0,0
6/11/24,0,0,38,3,17,1,0,0,0,0,49535,29760,55235,11669,0,0,0,0,49553,29778,55277,14103,0,0
6/11/24,0,0,38,3,18,1,0,0,0,0,49535,29760,55351,11669,0,0,0,0,49553,29778,55381,14103,0,0
6/11/24,0,0,38,3,19,1,0,0,0,0,49535,29760,55802,11669,0,0,0,0,49553,29778,55844,14103,0,0
6/11/24,0,0,38,3,20,1,0,0,0,0,49535,29760,57545,11669,0,0,0,0,49553,29778,57587,14103,0,0
6/11/24,0,0,38,3,21,1,0,0,0,0,49535,29760,60996,11669,0,0,0,0,49553,29778,61032,14103,0,0
6/11/24,0,0,39,3,21,1,0,0,0,0,62163,29760,60996,11669,0,0,0,0,62200,29778,61032,14103,0,0
6/11/24,0,0,40,3,21,1,0,0,0,0,62259,29760,60996,11669,0,0,0,0,62301,29778,61032,14103,0,0
6/11/24,0,0,41,3,21,1,0,0,0,0,62361,29760,60996,11669,0,0,0,0,62397,29778,61032,14103,0,0
6/11/24,0,0,42,3,21,1,0,0,0,0,62457,29760,60996,11669,0,0,0,0,62499,29778,61032,14103,0,0
6/11/24,0,0,43,3,21,1,0,0,0,0,62569,29760,60996,11669,0,0,0,0,62605,29778,61032,14103,0,0
6/11/24,0,0,44,3,21,1,0,0,0,0,62667,29760,60996,11669,0,0,0,0,62709,29778,61032,14103,0,0
6/11/24,0,0,45,3,21,1,0,0,0,0,62780,29760,60996,11669,0,0,0,0,62828,29778,61032,14103,0,0
6/11/24,0,0,46,3,21,1,0,0,0,0,62893,29760,60996,11669,0,0,0,0,62935,29778,61032,14103,0,0
6/11/24,0,0,47,3,21,1,0,0,0,0,63000,29760,60996,11669,0,0,0,0,63048,29778,61032,14103,0,0
6/11/24,0,0,48,3,21,1,0,0,0,0,63126,29760,60996,11669,0,0,0,0,63162,29778,61032,14103,0,0
6/11/24,0,0,49,3,21,1,0,0,0,0,63230,29760,60996,11669,0,0,0,0,63272,29778,61032,14103,0,0
6/11/24,0,0,50,3,21,1,0,0,0,0,63349,29760,60996,11669,0,0,0,0,63398,29778,61032,14103,0,0
6/11/24,0,0,51,3,21,1,0,0,0,0,63468,29760,60996,11669,0,0,0,0,63517,29778,61032,14103,0,0
6/11/24,0,0,52,3,21,1,0,0,0,0,63594,29760,60996,11669,0,0,0,0,63648,29778,61032,14103,0,0
6/11/24,0,0,53,3,21,1,0,0,0,0,63719,29760,60996,11669,0,0,0,0,63773,29778,61032,14103,0,0
6/11/24,0,0,54,3,21,1,0,0,0,0,63841,29760,60996,11669,0,0,0,0,63889,29778,61032,14103,0,0
6/11/24,0,0,55,3,21,1,0,0,0,0,63972,29760,60996,11669,0,0,0,0,64020,29778,61032,14103,0,0
6/11/24,0,0,56,3,21,1,0,0,0,0,64092,29760,64111,11669,0,0,0,0,64134,29778,61032,14103,0,0
6/11/24,0,0,56,3,22,1,0,0,0,0,64092,29760,64111,11669,0,0,0,0,64134,29778,64362,14103,0,0
6/11/24,0,0,56,3,23,1,0,0,0,0,64092,29760,64431,11669,0,0,0,0,64134,29778,64906,14103,0,0
6/11/24,0,0,57,3,23,1,0,0,0,0,82583,29760,64431,11669,0,0,0,0,82632,29778,64906,14103,0,0
6/11/24,0,0,58,3,23,1,0,0,0,0,82707,29760,64431,11669,0,0,0,0,82719,29778,64906,14103,0,0
6/11/24,0,0,59,3,23,1,0,0,0,0,82790,29760,64431,11669,0,0,0,0,82832,29778,64906,14103,0,0
6/11/24,0,0,60,3,23,1,0,0,0,0,82891,29760,64431,11669,0,0,0,0,82933,29778,64906,14103,0,0
6/11/24,0,0,61,3,23,1,0,0,0,0,82995,29760,64431,11669,0,0,0,0,83031,29778,64906,14103,0,0
6/11/24,0,0,62,3,23,1,0,0,0,0,83089,29760,64431,11669,0,0,0,0,83132,29778,64906,14103,0,0
6/11/24,0,0,63,3,23,1,0,0,0,0,83191,29760,64431,11669,0,0,0,0,83239,29778,64906,14103,0,0
6/11/24,0,0,64,3,23,1,0,0,0,0,83311,29760,64431,11669,0,0,0,0,83359,29778,64906,14103,0,0
6/11/24,0,0,65,3,23,1,0,0,0,0,83430,29760,64431,11669,0,0,0,0,83484,29778,64906,14103,0,0
6/11/24,0,0,66,3,23,1,0,0,0,0,83552,29760,64431,11669,0,0,0,0,83594,29778,64906,14103,0,0
6/11/24,0,0,67,3,23,1,0,0,0,0,83671,29760,64431,11669,0,0,0,0,83695,29778,64906,14103,0,0
6/11/24,0,0,68,3,23,1,0,0,0,0,83785,29760,64431,11669,0,0,0,0,83821,29778,64906,14103,0,0
6/11/24,0,0,69,3,23,1,0,0,0,0,83886,29760,64431,11669,0,0,0,0,83934,29778,64906,14103,0,0
6/11/24,0,0,70,3,23,1,0,0,0,0,83999,29760,64431,11669,0,0,0,0,84047,29778,64906,14103,0,0
6/11/24,0,0,71,3,23,1,0,0,0,0,84121,29760,64431,11669,0,0,0,0,84170,29778,64906,14103,0,0
6/11/24,0,0,72,3,23,1,0,0,0,0,84241,29760,64431,11669,0,0,0,0,84295,29778,64906,14103,0,0
6/11/24,0,0,73,3,23,1,0,0,0,0,84366,29760,64431,11669,0,0,0,0,84426,29778,64906,14103,0,0
6/11/24,0,0,74,3,23,1,0,0,0,0,84508,29760,64431,11669,0,0,0,0,84550,29778,64906,14103,0,0
6/11/24,0,0,75,3,23,1,0,0,0,0,84636,29760,64431,11669,0,0,0,0,84684,29778,64906,14103,0,0
6/11/24,0,0,76,3,23,1,0,0,0,0,84779,29760,64431,11669,0,0,0,0,84815,29778,64906,14103,0,0
6/11/24,0,0,77,3,23,1,0,0,0,0,84904,29760,64431,11669,0,0,0,0,84940,29778,64906,14103,0,0
6/11/24,0,0,78,3,23,1,0,0,0,0,85017,29760,64431,11669,0,0,0,0,85071,29778,64906,14103,0,0
6/11/24,0,0,79,3,23,1,0,0,0,0,85148,29760,64431,11669,0,0,0,0,85202,29778,64906,14103,0,0
6/11/24,0,0,80,3,23,1,0,0,0,0,85276,29760,64431,11669,0,0,0,0,85318,29778,64906,14103,0,0
6/11/24,0,0,81,3,23,1,0,0,0,0,85401,29760,64431,11669,0,0,0,0,85437,29778,64906,14103,0,0
6/11/24,0,0,82,3,23,1,0,0,0,0,85514,29760,64431,11669,0,0,0,0,85568,29778,64906,14103,0,0
6/11/24,0,0,83,3,23,1,0,0,0,0,85640,29760,64431,11669,0,0,0,0,85682,29778,64906,14103,0,0
6/11/24,0,0,84,3,23,1,0,0,0,0,85759,29760,64431,11669,0,0,0,0,85819,29778,64906,14103,0,0
6/11/24,0,0,85,3,23,1,0,0,0,0,85900,29760,64431,11669,0,0,0,0,85960,29778,64906,14103,0,0
6/11/24,0,0,86,3,23,1,0,0,0,0,86032,29760,64431,11669,0,0,0,0,86080,29778,64906,14103,0,0
6/11/24,0,0,87,3,23,1,0,0,0,0,86157,29760,64431,11669,0,0,0,0,86199,29778,64906,14103,0,0
6/11/24,0,0,88,3,23,1,0,0,0,0,86282,29760,64431,11669,0,0,0,0,86336,29778,64906,14103,0,0
6/11/24,0,0,89,3,23,1,0,0,0,0,86408,29760,64431,11669,0,0,0,0,86462,29778,64906,14103,0,0
6/11/24,0,0,90,3,23,1,0,0,0,0,86541,29760,64431,11669,0,0,0,0,86596,29778,64906,14103,0,0
6/11/24,0,0,91,3,23,1,0,0,0,0,86678,29760,64431,11669,0,0,0,0,86708,29778,64906,14103,0,0
6/11/24,0,0,92,3,23,1,0,0,0,0,86786,29760,64431,11669,0,0,0,0,86846,29778,64906,14103,0,0
6/11/24,0,0,93,3,23,1,0,0,0,0,86922,29760,64431,11669,0,0,0,0,86976,29778,64906,14103,0,0
6/11/24,0,0,94,3,23,1,0,0,0,0,87056,29760,64431,11669,0,0,0,0,87086,29778,64906,14103,0,0
6/11/24,0,0,95,3,23,1,0,0,0,0,87296,29760,64431,11669,0,0,0,0,87350,29778,64906,14103,0,0
6/11/24,0,0,96,3,23,1,0,0,0,0,87427,29760,64431,11669,0,0,0,0,87488,29778,64906,14103,0,0
6/11/24,0,0,97,3,23,1,0,0,0,0,87559,29760,64431,11669,0,0,0,0,87607,29778,64906,14103,0,0
6/11/24,0,0,98,3,23,1,0,0,0,0,87678,29760,64431,11669,0,0,0,0,87732,29778,64906,14103,0,0
6/11/24,0,0,99,3,23,1,0,0,0,0,87806,29760,64431,11669,0,0,0,0,87860,29778,64906,14103,0,0
6/11/24,0,0,100,3,23,1,0,0,0,0,87931,29760,64431,11669,0,0,0,0,87991,29778,64906,14103,0,0
6/11/24,0,0,101,3,23,1,0,0,0,0,88063,29760,64431,11669,0,0,0,0,88111,29778,64906,14103,0,0
6/11/24,0,0,102,3,23,1,0,0,0,0,88194,29760,64431,11669,0,0,0,0,88261,29778,64906,14103,0,0
6/11/24,0,0,103,3,23,1,0,0,0,0,88344,29760,64431,11669,0,0,0,0,88392,29778,64906,14103,0,0
6/11/24,0,0,104,3,23,1,0,0,0,0,88479,29760,64431,11669,0,0,0,0,88533,29778,64906,14103,0,0
6/11/24,0,0,105,3,23,1,0,0,0,0,88622,29760,64431,11669,0,0,0,0,88683,29778,64906,14103,0,0
6/11/24,0,0,106,3,23,1,0,0,0,0,88766,29760,64431,11669,0,0,0,0,88820,29778,64906,14103,0,0
6/11/24,0,0,107,3,23,1,0,0,0,0,88896,29760,64431,11669,0,0,0,0,88950,29778,64906,14103,0,0
6/11/24,0,0,108,3,23,1,0,0,0,0,89030,29760,64431,11669,0,0,0,0,89084,29778,64906,14103,0,0
6/11/24,0,0,109,3,23,1,0,0,0,0,89287,29760,64431,11669,0,0,0,0,89335,29778,64906,14103,0,0
6/11/24,0,0,110,3,23,1,0,0,0,0,89413,29760,64431,11669,0,0,0,0,89467,29778,64906,14103,0,0
6/11/24,0,0,111,3,23,1,0,0,0,0,89538,29760,64431,11669,0,0,0,0,89592,29778,64906,14103,0,0
6/11/24,0,0,112,3,23,1,0,0,0,0,89663,29760,64431,11669,0,0,0,0,89717,29778,64906,14103,0,0
6/11/24,0,0,113,3,23,1,0,0,0,0,89791,29760,64431,11669,0,0,0,0,89833,29778,64906,14103,0,0
6/11/24,0,0,114,3,23,1,0,0,0,0,89922,29760,64431,11669,0,0,0,0,89976,29778,64906,14103,0,0
6/11/24,0,0,115,3,23,1,0,0,0,0,90048,29760,64431,11669,0,0,0,0,90102,29778,64906,14103,0,0
6/11/24,0,0,116,3,23,1,0,0,0,0,90179,29760,64431,11669,0,0,0,0,90233,29778,64906,14103,0,0
6/11/24,0,0,117,3,23,1,0,0,0,0,90317,29760,64431,11669,0,0,0,0,90371,29778,64906,14103,0,0
6/11/24,0,0,118,3,23,1,0,0,0,0,90451,29760,64431,11669,0,0,0,0,90506,29778,64906,14103,0,0
6/11/24,0,0,119,3,23,1,0,0,0,0,90589,29760,64431,11669,0,0,0,0,90619,29778,64906,14103,0,0
6/11/24,0,0,120,3,23,1,0,0,0,0,90703,29760,64431,11669,0,0,0,0,90769,29778,64906,14103,0,0
6/11/24,0,0,121,3,23,1,0,0,0,0,90852,29760,64431,11669,0,0,0,0,90900,29778,64906,14103,0,0
6/11/24,0,0,122,3,23,1,0,0,0,0,90990,29760,64431,11669,0,0,0,0,91050,29778,64906,14103,0,0
6/11/24,0,0,123,3,23,1,0,0,0,0,91129,29760,64431,11669,0,0,0,0,91189,29778,64906,14103,0,0
6/11/24,0,0,124,3,23,1,0,0,0,0,91279,29760,64431,11669,0,0,0,0,91333,29778,64906,14103,0,0
6/11/24,0,0,125,3,23,1,0,0,0,0,91416,29760,64431,11669,0,0,0,0,91464,29778,64906,14103,0,0
6/11/24,0,0,126,3,23,1,0,0,0,0,91547,29760,64431,11669,0,0,0,0,91595,29778,64906,14103,0,0
6/11/24,0,0,127,3,23,1,0,0,0,0,91675,29760,64431,11669,0,0,0,0,91735,29778,64906,14103,0,0
6/11/24,0,0,128,3,23,1,0,0,0,0,91825,29760,64431,11669,0,0,0,0,91885,29778,64906,14103,0,0
6/11/24,0,0,129,3,23,1,0,0,0,0,91962,29760,64431,11669,0,0,0,0,92010,29778,64906,14103,0,0
6/11/24,0,0,130,3,23,1,0,0,0,0,92099,29760,64431,11669,0,0,0,0,92153,29778,64906,14103,0,0
6/11/24,0,0,131,3,23,1,0,0,0,0,92237,29760,64431,11669,0,0,0,0,92291,29778,64906,14103,0,0
6/11/24,0,0,132,3,23,1,0,0,0,0,92377,29760,64431,11669,0,0,0,0,92420,29778,64906,14103,0,0
6/11/24,0,0,133,3,23,1,0,0,0,0,92526,29760,64431,11669,0,0,0,0,92557,29778,64906,14103,0,0
6/11/24,0,0,134,3,23,1,0,0,0,0,92640,29760,64431,11669,0,0,0,0,92700,29778,64906,14103,0,0
6/11/24,0,0,135,3,23,1,0,0,0,0,92778,29760,64431,11669,0,0,0,0,92838,29778,64906,14103,0,0
6/11/24,0,0,136,3,23,1,0,0,0,0,92922,29760,64431,11669,0,0,0,0,92982,29778,64906,14103,0,0
6/11/24,0,0,137,3,23,1,0,0,0,0,93044,29760,64431,11669,0,0,0,0,93080,29778,64906,14103,0,0
6/11/24,0,0,138,3,23,1,0,0,0,0,105324,29760,64431,11669,0,0,0,0,105360,29778,64906,14103,0,0
6/11/24,0,0,139,3,23,1,0,0,0,0,105420,29760,64431,11669,0,0,0,0,105468,29778,64906,14103,0,0
6/11/24,0,0,140,3,23,1,0,0,0,0,105531,29760,64431,11669,0,0,0,0,105562,29778,64906,14103,0,0
6/11/24,0,0,141,3,23,1,0,0,0,0,105623,29760,64431,11669,0,0,0,0,105665,29778,64906,14103,0,0
6/11/24,0,0,142,3,23,1,0,0,0,0,105725,29760,64431,11669,0,0,0,0,105767,29778,64906,14103,0,0
6/11/24,0,0,143,3,23,1,0,0,0,0,105845,29760,64431,11669,0,0,0,0,105887,29778,64906,14103,0,0
6/11/24,0,0,144,3,23,1,0,0,0,0,105970,29760,64431,11669,0,0,0,0,106012,29778,64906,14103,0,0
6/11/24,0,0,145,3,23,1,0,0,0,0,106089,29760,64431,11669,0,0,0,0,106131,29778,64906,14103,0,0
6/11/24,0,0,146,3,23,1,0,0,0,0,106211,29760,64431,11669,0,0,0,0,106253,29778,64906,14103,0,0
6/11/24,0,0,146,3,24,1,0,0,0,0,106211,29760,106914,11669,0,0,0,0,106253,29778,106962,14103,0,0
6/11/24,0,0,146,3,25,1,0,0,0,0,106211,29760,108886,11669,0,0,0,0,106253,29778,108928,14103,0,0
6/11/24,0,0,146,3,26,1,0,0,0,0,106211,29760,109319,11669,0,0,0,0,106253,29778,109361,14103,0,0
6/11/24,0,0,146,3,27,1,0,0,0,0,106211,29760,109669,11669,0,0,0,0,106253,29778,109711,14103,0,0
6/11/24,0,0,146,3,28,1,0,0,0,0,106211,29760,111106,11669,0,0,0,0,106253,29778,111148,14103,0,0
6/11/24,0,0,146,3,29,1,0,0,0,0,106211,29760,114485,11669,0,0,0,0,106253,29778,114521,14103,0,0
6/11/24,0,0,146,3,30,1,0,0,0,0,106211,29760,114634,11669,0,0,0,0,106253,29778,114670,14103,0,0
6/11/24,0,0,146,3,31,1,0,0,0,0,106211,29760,114837,11669,0,0,0,0,106253,29778,114873,14103,0,0
6/11/24,0,0,146,3,32,1,0,0,0,0,106211,29760,115929,11669,0,0,0,0,106253,29778,115971,14103,0,0
6/11/24,0,0,146,3,33,1,0,0,0,0,106211,29760,117298,11669,0,0,0,0,106253,29778,117761,14103,0,0
6/11/24,0,0,146,3,34,1,0,0,0,0,106211,29760,120574,11669,0,0,0,0,106253,29778,121133,14103,0,0
6/11/24,0,0,146,3,35,1,0,0,0,0,106211,29760,121854,11669,0,0,0,0,106253,29778,122455,14103,0,0
6/11/24,0,0,146,3,36,1,0,0,0,0,106211,29760,132678,11669,0,0,0,0,106253,29778,132714,14103,0,0
6/11/24,0,0,146,3,37,1,0,0,0,0,106211,29760,133028,11669,0,0,0,0,106253,29778,133064,14103,0,0
6/11/24,0,0,146,3,38,1,0,0,0,0,106211,29760,133123,11669,0,0,0,0,106253,29778,133154,14103,0,0
6/11/24,0,0,146,3,39,1,0,0,0,0,106211,29760,133375,11669,0,0,0,0,106253,29778,133393,14103,0,0
6/11/24,0,0,146,3,40,1,0,0,0,0,106211,29760,133452,11669,0,0,0,0,106253,29778,133500,14103,0,0
6/11/24,0,0,146,3,41,1,0,0,0,0,106211,29760,133658,11669,0,0,0,0,106253,29778,133700,14103,0,0
6/11/24,0,0,146,3,42,1,0,0,0,0,106211,29760,134710,11669,0,0,0,0,106253,29778,134734,14103,0,0
6/11/24,0,0,146,3,43,1,0,0,0,0,106211,29760,150597,11669,0,0,0,0,106253,29778,150651,14103,0,0
6/11/24,0,0,146,3,44,1,0,0,0,0,106211,29760,151522,11669,0,0,0,0,106253,29778,151540,14103,0,0
6/11/24,0,0,146,3,45,1,0,0,0,0,106211,29760,152501,11669,0,0,0,0,106253,29778,152532,14103,0,0
6/11/24,0,0,146,3,46,1,0,0,0,0,106211,29760,152696,11669,0,0,0,0,106253,29778,152708,14103,0,0
6/11/24,0,0,146,3,47,1,0,0,0,0,106211,29760,154481,11669,0,0,0,0,106253,29778,154518,14103,0,0
6/11/24,0,0,146,3,48,1,0,0,0,0,106211,29760,154650,11669,0,0,0,0,106253,29778,154698,14103,0,0
6/11/24,0,0,146,3,49,1,0,0,0,0,106211,29760,155064,11669,0,0,0,0,106253,29778,155088,14103,0,0
6/11/24,0,0,147,3,49,1,0,0,0,0,210793,29760,155064,11669,0,0,0,0,210830,29778,155088,14103,0,0
6/11/24,0,0,148,3,49,1,0,0,0,0,211038,29760,155064,11669,0,0,0,0,211050,29778,155088,14103,0,0
6/11/24,0,0,149,3,49,1,0,0,0,0,211459,29760,155064,11669,0,0,0,0,211501,29778,155088,14103,0,0
6/11/24,0,0,150,3,49,1,0,0,0,0,211560,29760,155064,11669,0,0,0,0,211596,29778,155088,14103,0,0
6/11/24,0,0,151,3,49,1,0,0,0,0,211661,29760,155064,11669,0,0,0,0,211703,29778,155088,14103,0,0
6/11/24,0,0,152,3,49,1,0,0,0,0,211765,29760,155064,11669,0,0,0,0,211807,29778,155088,14103,0,0
6/11/24,0,0,153,3,49,1,0,0,0,0,211867,29760,155064,11669,0,0,0,0,211909,29778,155088,14103,0,0
6/11/24,0,0,154,3,49,1,0,0,0,0,211968,29760,155064,11669,0,0,0,0,212011,29778,155088,14103,0,0
6/11/24,0,0,155,3,49,1,0,0,0,0,212082,29760,155064,11669,0,0,0,0,212124,29778,155088,14103,0,0
6/11/24,0,0,156,3,49,1,0,0,0,0,212192,29760,155064,11669,0,0,0,0,212234,29778,155088,14103,0,0
6/11/24,0,0,157,3,49,1,0,0,0,0,212300,29760,155064,11669,0,0,0,0,212342,29778,155088,14103,0,0
6/11/24,0,0,158,3,49,1,0,0,0,0,212407,29760,155064,11669,0,0,0,0,212455,29778,155088,14103,0,0
6/11/24,0,0,159,3,49,1,0,0,0,0,212521,29760,155064,11669,0,0,0,0,212569,29778,155088,14103,0,0
6/11/24,0,0,160,3,49,1,0,0,0,0,212634,29760,155064,11669,0,0,0,0,212682,29778,155088,14103,0,0
6/11/24,0,0,161,3,49,1,0,0,0,0,212750,29760,155064,11669,0,0,0,0,212798,29778,155088,14103,0,0
6/11/24,0,0,162,3,49,1,0,0,0,0,212869,29760,155064,11669,0,0,0,0,212900,29778,155088,14103,0,0
6/11/24,0,0,163,3,49,1,0,0,0,0,212970,29760,155064,11669,0,0,0,0,213012,29778,155088,14103,0,0
6/11/24,0,0,164,3,49,1,0,0,0,0,213077,29760,155064,11669,0,0,0,0,213119,29778,155088,14103,0,0
6/11/24,0,0,165,3,49,1,0,0,0,0,213187,29760,155064,11669,0,0,0,0,213223,29778,155088,14103,0,0
6/11/24,0,0,166,3,49,1,0,0,0,0,213295,29760,155064,11669,0,0,0,0,213337,29778,155088,14103,0,0
