MM-DD-YYYY,HH:MM:SS.000,Temp,ADH12_Count,ADH13_Count,ADH14_Count,ADH15_Count,ALDH1_Count,ALDH2_Count,ALDH3_Count,ALDH4_Count,ALDHKI2_Count,ALDHKI3_Count,ADH12_Start,ADH13_Start,ADH14_Start,ADH15_Start,ALDH1_Start,ALDH2_Start,ALDH3_Start,ALDH4_Start,ALDHKI2_Start,ALDHKI3_Start,ADH12_Stop,ADH13_Stop,ADH14_Stop,ADH15_Stop,ALDH1_Stop,ALDH2_Stop,ALDH3_Stop,ALDH4_Stop,ALDHKI2_Stop,ALDHKI3_Stop
7/18/2024,10:34:31 AM,24.5,2,1,0,1,0,16,1,0,0,21,3469,107464,0,2892,0,180423,5064,0,0,173591,3956,107482,0,3044,0,180441,5118,0,0,173615
7/18/2024,10:35:44 AM,24.5,2,1,0,1,0,16,1,1,0,21,3469,107464,0,2892,0,180423,5064,251662,0,173591,3956,107482,0,3044,0,180441,5118,251704,0,173615
7/18/2024,10:35:44 AM,24.5,2,1,0,1,0,16,1,2,0,21,3469,107464,0,2892,0,180423,5064,252019,0,173591,3956,107482,0,3044,0,180441,5118,252049,0,173615
7/18/2024,10:35:45 AM,24.5,2,1,0,1,0,16,1,3,0,21,3469,107464,0,2892,0,180423,5064,252904,0,173591,3956,107482,0,3044,0,180441,5118,252940,0,173615
7/18/2024,10:35:44 AM,24.5,2,1,0,1,0,16,1,4,0,21,3469,107464,0,2892,0,180423,5064,253050,0,173591,3956,107482,0,3044,0,180441,5118,253080,0,173615
7/18/2024,10:35:44 AM,24.5,2,1,0,1,0,16,1,5,0,21,3469,107464,0,2892,0,180423,5064,253149,0,173591,3956,107482,0,3044,0,180441,5118,253173,0,173615
7/18/2024,10:35:44 AM,24.5,2,1,0,1,0,16,1,6,0,21,3469,107464,0,2892,0,180423,5064,253249,0,173591,3956,107482,0,3044,0,180441,5118,253255,0,173615
7/18/2024,10:35:45 AM,24.5,2,1,0,1,0,16,1,7,0,21,3469,107464,0,2892,0,180423,5064,253545,0,173591,3956,107482,0,3044,0,180441,5118,253575,0,173615
7/18/2024,10:35:46 AM,24.5,2,1,0,1,0,16,1,8,0,21,3469,107464,0,2892,0,180423,5064,253643,0,173591,3956,107482,0,3044,0,180441,5118,253679,0,173615
7/18/2024,10:35:56 AM,24.5,2,2,0,1,0,16,1,8,0,21,3469,265384,0,2892,0,180423,5064,253643,0,173591,3956,265414,0,3044,0,180441,5118,253679,0,173615
7/18/2024,10:35:57 AM,24.5,2,3,0,1,0,16,1,8,0,21,3469,266142,0,2892,0,180423,5064,253643,0,173591,3956,266184,0,3044,0,180441,5118,253679,0,173615
7/18/2024,10:35:57 AM,24.5,2,4,0,1,0,16,1,8,0,21,3469,266253,0,2892,0,180423,5064,253643,0,173591,3956,266283,0,3044,0,180441,5118,253679,0,173615
7/18/2024,10:35:57 AM,24.5,2,5,0,1,0,16,1,8,0,21,3469,266359,0,2892,0,180423,5064,253643,0,173591,3956,266383,0,3044,0,180441,5118,253679,0,173615
7/18/2024,10:36:18 AM,24.5,2,5,0,2,0,16,1,8,0,21,3469,266359,0,287124,0,180423,5064,253643,0,173591,3956,266383,0,287142,0,180441,5118,253679,0,173615
7/18/2024,10:36:18 AM,24.5,2,5,0,3,0,16,1,8,0,21,3469,266359,0,287210,0,180423,5064,253643,0,173591,3956,266383,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:39 AM,24.5,2,6,0,3,0,16,1,8,0,21,3469,308256,0,287210,0,180423,5064,253643,0,173591,3956,308304,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:41 AM,24.5,2,7,0,3,0,16,1,8,0,21,3469,308582,0,287210,0,180423,5064,253643,0,173591,3956,308630,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:41 AM,24.5,2,8,0,3,0,16,1,8,0,21,3469,308879,0,287210,0,180423,5064,253643,0,173591,3956,308921,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:40 AM,24.5,2,9,0,3,0,16,1,8,0,21,3469,309073,0,287210,0,180423,5064,253643,0,173591,3956,309109,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:40 AM,24.5,2,10,0,3,0,16,1,8,0,21,3469,309291,0,287210,0,180423,5064,253643,0,173591,3956,309333,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:40 AM,24.5,2,11,0,3,0,16,1,8,0,21,3469,309401,0,287210,0,180423,5064,253643,0,173591,3956,309431,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:41 AM,24.5,2,12,0,3,0,16,1,8,0,21,3469,309512,0,287210,0,180423,5064,253643,0,173591,3956,309548,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:41 AM,24.5,2,13,0,3,0,16,1,8,0,21,3469,310144,0,287210,0,180423,5064,253643,0,173591,3956,310162,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:41 AM,24.5,2,14,0,3,0,16,1,8,0,21,3469,310231,0,287210,0,180423,5064,253643,0,173591,3956,310267,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:42 AM,24.5,2,15,0,3,0,16,1,8,0,21,3469,310462,0,287210,0,180423,5064,253643,0,173591,3956,310486,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:42 AM,24.5,2,16,0,3,0,16,1,8,0,21,3469,310555,0,287210,0,180423,5064,253643,0,173591,3956,310597,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:43 AM,24.5,2,17,0,3,0,16,1,8,0,21,3469,310671,0,287210,0,180423,5064,253643,0,173591,3956,310725,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:36:43 AM,24.5,2,18,0,3,0,16,1,8,0,21,3469,310800,0,287210,0,180423,5064,253643,0,173591,3956,310854,0,287252,0,180441,5118,253679,0,173615
7/18/2024,10:37:51 AM,24.5,2,18,0,3,0,16,1,9,0,21,3469,310800,0,287210,0,180423,5064,378950,0,173591,3956,310854,0,287252,0,180441,5118,379040,0,173615
7/18/2024,10:37:52 AM,24.5,2,18,0,3,0,16,1,10,0,21,3469,310800,0,287210,0,180423,5064,379109,0,173591,3956,310854,0,287252,0,180441,5118,380483,0,173615
7/18/2024,10:38:09 AM,24.5,2,18,1,3,0,16,1,10,0,21,3469,310800,397441,287210,0,180423,5064,379109,0,173591,3956,310854,397471,287252,0,180441,5118,380483,0,173615
7/18/2024,10:39:02 AM,24.25,2,18,1,3,0,16,1,11,0,21,3469,310800,397441,287210,0,180423,5064,451137,0,173591,3956,310854,397471,287252,0,180441,5118,451167,0,173615
7/18/2024,10:39:02 AM,24.25,2,18,1,3,0,16,1,12,0,21,3469,310800,397441,287210,0,180423,5064,451236,0,173591,3956,310854,397471,287252,0,180441,5118,451254,0,173615
7/18/2024,10:39:02 AM,24.25,2,18,1,3,0,16,1,13,0,21,3469,310800,397441,287210,0,180423,5064,451328,0,173591,3956,310854,397471,287252,0,180441,5118,451346,0,173615
7/18/2024,10:39:02 AM,24.25,2,18,1,3,0,16,1,14,0,21,3469,310800,397441,287210,0,180423,5064,451415,0,173591,3956,310854,397471,287252,0,180441,5118,451433,0,173615
7/18/2024,10:39:03 AM,24.25,2,18,1,3,0,16,1,15,0,21,3469,310800,397441,287210,0,180423,5064,451501,0,173591,3956,310854,397471,287252,0,180441,5118,451525,0,173615
7/18/2024,10:39:03 AM,24.25,2,18,1,3,0,16,1,16,0,21,3469,310800,397441,287210,0,180423,5064,451601,0,173591,3956,310854,397471,287252,0,180441,5118,451613,0,173615
7/18/2024,10:39:04 AM,24.25,2,18,1,3,0,16,1,17,0,21,3469,310800,397441,287210,0,180423,5064,451681,0,173591,3956,310854,397471,287252,0,180441,5118,451711,0,173615
7/18/2024,10:39:04 AM,24.25,2,18,1,3,0,16,1,18,0,21,3469,310800,397441,287210,0,180423,5064,451857,0,173591,3956,310854,397471,287252,0,180441,5118,451887,0,173615
7/18/2024,10:39:03 AM,24.25,2,18,1,3,0,16,1,19,0,21,3469,310800,397441,287210,0,180423,5064,451962,0,173591,3956,310854,397471,287252,0,180441,5118,451980,0,173615
7/18/2024,10:39:03 AM,24.25,2,18,1,3,0,16,1,20,0,21,3469,310800,397441,287210,0,180423,5064,452048,0,173591,3956,310854,397471,287252,0,180441,5118,452078,0,173615
7/18/2024,10:39:03 AM,24.25,2,18,1,3,0,16,1,21,0,21,3469,310800,397441,287210,0,180423,5064,452153,0,173591,3956,310854,397471,287252,0,180441,5118,452177,0,173615
7/18/2024,10:39:03 AM,24.25,2,18,1,3,0,16,1,22,0,21,3469,310800,397441,287210,0,180423,5064,452269,0,173591,3956,310854,397471,287252,0,180441,5118,452293,0,173615
7/18/2024,10:39:03 AM,24.25,2,18,1,3,0,16,1,23,0,21,3469,310800,397441,287210,0,180423,5064,452361,0,173591,3956,310854,397471,287252,0,180441,5118,452385,0,173615
7/18/2024,10:39:05 AM,24.25,2,18,1,3,0,16,1,24,0,21,3469,310800,397441,287210,0,180423,5064,452766,0,173591,3956,310854,397471,287252,0,180441,5118,452796,0,173615
7/18/2024,10:39:17 AM,24.25,2,18,1,3,0,16,1,25,0,21,3469,310800,397441,287210,0,180423,5064,466190,0,173591,3956,310854,397471,287252,0,180441,5118,466214,0,173615
7/18/2024,10:39:17 AM,24.25,2,18,1,3,0,16,1,26,0,21,3469,310800,397441,287210,0,180423,5064,466378,0,173591,3956,310854,397471,287252,0,180441,5118,466420,0,173615
7/18/2024,10:39:18 AM,24.25,2,18,1,3,0,16,1,27,0,21,3469,310800,397441,287210,0,180423,5064,466586,0,173591,3956,310854,397471,287252,0,180441,5118,466628,0,173615
7/18/2024,10:39:28 AM,24.25,2,18,1,3,0,16,1,28,0,21,3469,310800,397441,287210,0,180423,5064,475772,0,173591,3956,310854,397471,287252,0,180441,5118,475802,0,173615
7/18/2024,10:39:27 AM,24.25,2,18,1,3,0,16,1,29,0,21,3469,310800,397441,287210,0,180423,5064,475931,0,173591,3956,310854,397471,287252,0,180441,5118,475961,0,173615
7/18/2024,10:39:28 AM,24.25,2,18,1,3,0,16,1,30,0,21,3469,310800,397441,287210,0,180423,5064,476036,0,173591,3956,310854,397471,287252,0,180441,5118,476054,0,173615
7/18/2024,10:39:27 AM,24.25,2,18,1,3,0,16,1,31,0,21,3469,310800,397441,287210,0,180423,5064,476125,0,173591,3956,310854,397471,287252,0,180441,5118,476137,0,173615
7/18/2024,10:39:58 AM,24.25,2,18,1,3,0,16,1,31,1,21,3469,310800,397441,287210,0,180423,5064,476125,507266,173591,3956,310854,397471,287252,0,180441,5118,476137,507272,173615
7/18/2024,10:40:00 AM,24.25,2,18,1,3,0,16,1,31,2,21,3469,310800,397441,287210,0,180423,5064,476125,508608,173591,3956,310854,397471,287252,0,180441,5118,476137,509130,173615
7/18/2024,10:41:05 AM,24.25,2,18,1,3,0,16,1,31,3,21,3469,310800,397441,287210,0,180423,5064,476125,574019,173591,3956,310854,397471,287252,0,180441,5118,476137,574127,173615
7/18/2024,10:41:07 AM,24.25,2,18,1,3,0,16,1,31,4,21,3469,310800,397441,287210,0,180423,5064,476125,574801,173591,3956,310854,397471,287252,0,180441,5118,476137,574886,173615
7/18/2024,10:41:08 AM,24.25,2,18,1,3,0,16,1,31,5,21,3469,310800,397441,287210,0,180423,5064,476125,576023,173591,3956,310854,397471,287252,0,180441,5118,476137,576035,173615
7/18/2024,10:41:59 AM,24.25,2,18,1,3,0,16,1,31,6,21,3469,310800,397441,287210,0,180423,5064,476125,627460,173591,3956,310854,397471,287252,0,180441,5118,476137,627496,173615
7/18/2024,10:43:00 AM,24,2,18,1,3,0,16,1,31,7,21,3469,310800,397441,287210,0,180423,5064,476125,687684,173591,3956,310854,397471,287252,0,180441,5118,476137,687702,173615
7/18/2024,10:42:59 AM,24,2,18,1,3,0,16,1,31,8,21,3469,310800,397441,287210,0,180423,5064,476125,688276,173591,3956,310854,397471,287252,0,180441,5118,476137,688312,173615
7/18/2024,10:42:59 AM,24,2,18,1,3,0,16,1,31,9,21,3469,310800,397441,287210,0,180423,5064,476125,688381,173591,3956,310854,397471,287252,0,180441,5118,476137,688393,173615
7/18/2024,10:43:00 AM,24,2,18,1,3,0,16,1,31,10,21,3469,310800,397441,287210,0,180423,5064,476125,688533,173591,3956,310854,397471,287252,0,180441,5118,476137,688563,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,11,21,3469,310800,397441,287210,0,180423,5064,476125,688721,173591,3956,310854,397471,287252,0,180441,5118,476137,688751,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,12,21,3469,310800,397441,287210,0,180423,5064,476125,688819,173591,3956,310854,397471,287252,0,180441,5118,476137,688831,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,13,21,3469,310800,397441,287210,0,180423,5064,476125,688924,173591,3956,310854,397471,287252,0,180441,5118,476137,688942,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,14,21,3469,310800,397441,287210,0,180423,5064,476125,689010,173591,3956,310854,397471,287252,0,180441,5118,476137,689052,173615
7/18/2024,10:43:00 AM,24,2,18,1,3,0,16,1,31,15,21,3469,310800,397441,287210,0,180423,5064,476125,689132,173591,3956,310854,397471,287252,0,180441,5118,476137,689138,173615
7/18/2024,10:43:00 AM,24,2,18,1,3,0,16,1,31,16,21,3469,310800,397441,287210,0,180423,5064,476125,689248,173591,3956,310854,397471,287252,0,180441,5118,476137,689266,173615
7/18/2024,10:43:00 AM,24,2,18,1,3,0,16,1,31,17,21,3469,310800,397441,287210,0,180423,5064,476125,689335,173591,3956,310854,397471,287252,0,180441,5118,476137,689365,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,18,21,3469,310800,397441,287210,0,180423,5064,476125,689537,173591,3956,310854,397471,287252,0,180441,5118,476137,689573,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,19,21,3469,310800,397441,287210,0,180423,5064,476125,689642,173591,3956,310854,397471,287252,0,180441,5118,476137,689672,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,20,21,3469,310800,397441,287210,0,180423,5064,476125,690214,173591,3956,310854,397471,287252,0,180441,5118,476137,690244,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,21,21,3469,310800,397441,287210,0,180423,5064,476125,690319,173591,3956,310854,397471,287252,0,180441,5118,476137,690331,173615
7/18/2024,10:43:01 AM,24,2,18,1,3,0,16,1,31,22,21,3469,310800,397441,287210,0,180423,5064,476125,690400,173591,3956,310854,397471,287252,0,180441,5118,476137,690436,173615
7/18/2024,10:43:02 AM,24,2,18,1,3,0,16,1,31,23,21,3469,310800,397441,287210,0,180423,5064,476125,690505,173591,3956,310854,397471,287252,0,180441,5118,476137,690547,173615
7/18/2024,10:43:02 AM,24,2,18,1,3,0,16,1,31,24,21,3469,310800,397441,287210,0,180423,5064,476125,690629,173591,3956,310854,397471,287252,0,180441,5118,476137,690665,173615
7/18/2024,10:43:03 AM,24,2,18,1,3,0,16,1,31,25,21,3469,310800,397441,287210,0,180423,5064,476125,690740,173591,3956,310854,397471,287252,0,180441,5118,476137,690782,173615
7/18/2024,10:43:03 AM,24,2,18,1,3,0,16,1,31,26,21,3469,310800,397441,287210,0,180423,5064,476125,690856,173591,3956,310854,397471,287252,0,180441,5118,476137,690887,173615
7/18/2024,10:43:02 AM,24,2,18,1,3,0,16,1,31,27,21,3469,310800,397441,287210,0,180423,5064,476125,690967,173591,3956,310854,397471,287252,0,180441,5118,476137,691003,173615
7/18/2024,10:43:02 AM,24,2,18,1,3,0,16,1,31,28,21,3469,310800,397441,287210,0,180423,5064,476125,691102,173591,3956,310854,397471,287252,0,180441,5118,476137,691132,173615
7/18/2024,10:43:02 AM,24,2,18,1,3,0,16,1,31,29,21,3469,310800,397441,287210,0,180423,5064,476125,691208,173591,3956,310854,397471,287252,0,180441,5118,476137,691238,173615
7/18/2024,10:43:02 AM,24,2,18,1,3,0,16,1,31,30,21,3469,310800,397441,287210,0,180423,5064,476125,691313,173591,3956,310854,397471,287252,0,180441,5118,476137,691349,173615
7/18/2024,10:43:03 AM,24,2,18,1,3,0,16,1,31,31,21,3469,310800,397441,287210,0,180423,5064,476125,691429,173591,3956,310854,397471,287252,0,180441,5118,476137,691465,173615
7/18/2024,10:43:03 AM,24,2,18,1,3,0,16,1,31,32,21,3469,310800,397441,287210,0,180423,5064,476125,691546,173591,3956,310854,397471,287252,0,180441,5118,476137,691570,173615
7/18/2024,10:43:04 AM,24,2,18,1,3,0,16,1,31,33,21,3469,310800,397441,287210,0,180423,5064,476125,691657,173591,3956,310854,397471,287252,0,180441,5118,476137,691699,173615
7/18/2024,10:43:04 AM,24,2,18,1,3,0,16,1,31,34,21,3469,310800,397441,287210,0,180423,5064,476125,691768,173591,3956,310854,397471,287252,0,180441,5118,476137,691804,173615
7/18/2024,10:43:04 AM,24,2,18,1,3,0,16,1,31,35,21,3469,310800,397441,287210,0,180423,5064,476125,691896,173591,3956,310854,397471,287252,0,180441,5118,476137,691914,173615
7/18/2024,10:43:04 AM,24,2,18,1,3,0,16,1,31,36,21,3469,310800,397441,287210,0,180423,5064,476125,691995,173591,3956,310854,397471,287252,0,180441,5118,476137,692025,173615
7/18/2024,10:43:03 AM,24,2,18,1,3,0,16,1,31,37,21,3469,310800,397441,287210,0,180423,5064,476125,692112,173591,3956,310854,397471,287252,0,180441,5118,476137,692154,173615
7/18/2024,10:43:03 AM,24,2,18,1,3,0,16,1,31,38,21,3469,310800,397441,287210,0,180423,5064,476125,692223,173591,3956,310854,397471,287252,0,180441,5118,476137,692259,173615
7/18/2024,10:43:03 AM,24,2,18,1,3,0,16,1,31,39,21,3469,310800,397441,287210,0,180423,5064,476125,692340,173591,3956,310854,397471,287252,0,180441,5118,476137,692370,173615
7/18/2024,10:43:04 AM,24,2,18,1,3,0,16,1,31,40,21,3469,310800,397441,287210,0,180423,5064,476125,693058,173591,3956,310854,397471,287252,0,180441,5118,476137,693070,173615
7/18/2024,10:43:11 AM,24,2,18,1,3,0,16,2,31,40,21,3469,310800,397441,287210,0,180423,700094,476125,693058,173591,3956,310854,397471,287252,0,180441,700136,476137,693070,173615
7/18/2024,10:43:11 AM,24,2,18,1,3,0,16,3,31,40,21,3469,310800,397441,287210,0,180423,700205,476125,693058,173591,3956,310854,397471,287252,0,180441,700247,476137,693070,173615
7/18/2024,10:43:11 AM,24,2,18,1,3,0,16,4,31,40,21,3469,310800,397441,287210,0,180423,700322,476125,693058,173591,3956,310854,397471,287252,0,180441,700328,476137,693070,173615
7/18/2024,10:43:11 AM,24,2,18,1,3,0,16,5,31,40,21,3469,310800,397441,287210,0,180423,700397,476125,693058,173591,3956,310854,397471,287252,0,180441,700439,476137,693070,173615
7/18/2024,10:43:37 AM,24,2,18,1,3,0,17,5,31,40,21,3469,310800,397441,287210,0,724806,700397,476125,693058,173591,3956,310854,397471,287252,0,726318,700439,476137,693070,173615
7/18/2024,10:43:52 AM,24,2,18,1,3,0,18,5,31,40,21,3469,310800,397441,287210,0,739460,700397,476125,693058,173591,3956,310854,397471,287252,0,739839,700439,476137,693070,173615
7/18/2024,10:43:51 AM,24,2,18,1,3,0,19,5,31,40,21,3469,310800,397441,287210,0,740093,700397,476125,693058,173591,3956,310854,397471,287252,0,740111,700439,476137,693070,173615
7/18/2024,10:43:53 AM,24,2,18,1,3,0,20,5,31,40,21,3469,310800,397441,287210,0,740601,700397,476125,693058,173591,3956,310854,397471,287252,0,740727,700439,476137,693070,173615
